crim,zn,indus,chas,nox,age,dis,rad,tax,ptratio,b,log_lstat,log_medv,win_rm
0.41238,0.0,6.2,0,0.504,79.9,3.2157,8,307,17.4,372.08,1.8500283773520307,1.8500283773520307,7.163
0.29819,0.0,6.2,0,0.504,17.0,3.3751,8,307,17.4,377.51,1.366091653802371,1.366091653802371,7.61
0.44178,0.0,6.2,0,0.504,21.4,3.3751,8,307,17.4,380.34,1.324418957401803,1.324418957401803,6.552
0.537,0.0,6.2,0,0.504,68.1,3.6715,8,307,17.4,378.35,2.4553061800117097,2.4553061800117097,5.981
0.46296,0.0,6.2,0,0.504,76.9,3.6715,8,307,17.4,376.14,1.6582280766035324,1.6582280766035324,7.412
0.57529,0.0,6.2,0,0.507,73.3,3.8384,8,307,17.4,385.91,0.9042181506398859,0.9042181506398859,7.61
0.33147,0.0,6.2,0,0.507,70.4,3.6519,8,307,17.4,378.95,1.3737155789130306,1.3737155789130306,7.61
0.44791,0.0,6.2,1,0.507,66.5,3.6519,8,307,17.4,360.2,2.0856720914304723,2.0856720914304723,6.726
0.33045,0.0,6.2,0,0.507,61.5,3.6519,8,307,17.4,376.75,2.3869262414277967,2.3869262414277967,6.086
0.52058,0.0,6.2,1,0.507,76.5,4.148,8,307,17.4,388.45,2.255493485460195,2.255493485460195,6.631
0.51183,0.0,6.2,0,0.507,71.6,4.148,8,307,17.4,390.07,1.5539252025038417,1.5539252025038417,7.358
0.08244,30.0,4.93,0,0.428,18.5,6.1899,6,300,16.6,379.41,1.8500283773520307,1.8500283773520307,6.481
0.09252,30.0,4.93,0,0.428,42.2,6.1899,6,300,16.6,383.78,1.9974177062012453,1.9974177062012453,6.606
0.11329,30.0,4.93,0,0.428,54.3,6.3361,6,300,16.6,391.25,2.431857428698185,2.431857428698185,6.897
0.10612,30.0,4.93,0,0.428,65.1,6.3361,6,300,16.6,394.62,2.517696472610991,2.517696472610991,6.095
0.1029,30.0,4.93,0,0.428,52.9,7.0355,6,300,16.6,372.75,2.4176979000945504,2.4176979000945504,6.358
0.12757,30.0,4.93,0,0.428,7.8,7.0355,6,300,16.6,374.71,1.6467336971777973,1.6467336971777973,6.393
0.20608,22.0,5.86,0,0.431,76.5,7.9549,7,330,19.1,372.49,2.5257286443082556,2.5257286443082556,5.593
0.19133,22.0,5.86,0,0.431,70.2,7.9549,7,330,19.1,389.13,2.9156062290747062,2.9156062290747062,5.605
0.33983,22.0,5.86,0,0.431,34.9,8.0555,7,330,19.1,390.18,2.214846178686039,2.214846178686039,6.108
0.19657,22.0,5.86,0,0.431,79.2,8.0555,7,330,19.1,376.14,2.3174737054877963,2.3174737054877963,6.226
0.16439,22.0,5.86,0,0.431,49.1,7.8265,7,330,19.1,374.71,2.253394848803274,2.253394848803274,6.433
0.19073,22.0,5.86,0,0.431,17.5,7.8265,7,330,19.1,393.74,1.8809906029559975,1.8809906029559975,6.718
0.1403,22.0,5.86,0,0.431,13.0,7.3967,7,330,19.1,396.28,1.7749523509116738,1.7749523509116738,6.487
0.21409,22.0,5.86,0,0.431,8.9,7.3967,7,330,19.1,377.07,1.2781522025001875,1.2781522025001875,6.438
0.08221,22.0,5.86,0,0.431,6.8,8.9067,7,330,19.1,386.09,1.2612978709452054,1.2612978709452054,6.957
0.36894,22.0,5.86,0,0.431,8.4,8.9067,7,330,19.1,396.9,1.264126727145683,1.264126727145683,7.61
0.04819,80.0,3.64,0,0.392,32.0,9.2203,1,315,16.4,392.89,1.8825138324965192,1.8825138324965192,6.108
0.03548,80.0,3.64,0,0.392,19.1,9.2203,1,315,16.4,395.18,2.224623551524334,2.224623551524334,5.876
0.01538,90.0,3.75,0,0.394,34.2,6.3361,3,244,15.9,386.34,1.1346227261911428,1.1346227261911428,7.454
0.61154,20.0,3.97,0,0.647,86.9,1.801,5,264,13.0,389.7,1.6331544390514163,1.6331544390514163,7.61
0.66351,20.0,3.97,0,0.647,100.0,1.8946,5,264,13.0,383.29,2.052840859882657,2.052840859882657,7.333
0.65665,20.0,3.97,0,0.647,100.0,2.0107,5,264,13.0,391.93,1.9315214116032138,1.9315214116032138,6.842
0.54011,20.0,3.97,0,0.647,81.8,2.1121,5,264,13.0,392.8,2.2607208888953467,2.2607208888953467,7.203
0.53412,20.0,3.97,0,0.647,89.4,2.1398,5,264,13.0,388.37,1.9823798288367047,1.9823798288367047,7.52
0.52014,20.0,3.97,0,0.647,91.5,2.2885,5,264,13.0,386.86,1.776645831418007,1.776645831418007,7.61
0.82526,20.0,3.97,0,0.647,94.5,2.0788,5,264,13.0,393.42,2.4203681286504293,2.4203681286504293,7.327
0.55007,20.0,3.97,0,0.647,91.6,1.9301,5,264,13.0,387.89,2.0918640616783932,2.0918640616783932,7.206
0.76162,20.0,3.97,0,0.647,62.8,1.9865,5,264,13.0,392.4,2.34660197841082,2.34660197841082,5.56
0.7857,20.0,3.97,0,0.647,84.6,2.1329,5,264,13.0,384.07,2.6939512767227085,2.6939512767227085,7.014
0.57834,20.0,3.97,0,0.575,67.0,2.4216,5,264,13.0,384.54,2.0068708488450007,2.0068708488450007,7.61
0.5405,20.0,3.97,0,0.575,52.6,2.872,5,264,13.0,390.3,1.1505720275988207,1.1505720275988207,7.47
0.09065,20.0,6.96,1,0.464,61.5,3.9175,3,223,18.6,391.34,2.613739521630969,2.613739521630969,5.92
0.29916,20.0,6.96,0,0.464,42.1,4.429,3,223,18.6,388.65,2.5649493574615367,2.5649493574615367,5.856
0.16211,20.0,6.96,0,0.464,16.3,4.429,3,223,18.6,396.9,1.8855533485144158,1.8855533485144158,6.24
0.1146,20.0,6.96,0,0.464,58.7,3.9175,3,223,18.6,394.96,2.0451088625993306,2.0451088625993306,6.538
0.22188,20.0,6.96,1,0.464,51.8,4.3665,3,223,18.6,390.77,1.884034745337226,1.884034745337226,7.61
0.05644,40.0,6.41,1,0.447,32.9,4.0776,4,254,17.6,396.9,1.2612978709452054,1.2612978709452054,6.758
0.09604,40.0,6.41,0,0.447,42.8,4.2673,4,254,17.6,396.9,1.091923300517313,1.091923300517313,6.854
0.10469,40.0,6.41,1,0.447,49.0,4.7872,4,254,17.6,389.25,1.80005827204275,1.80005827204275,7.267
0.06127,40.0,6.41,1,0.447,27.6,4.8628,4,254,17.6,393.45,1.425515074273172,1.425515074273172,6.826
0.07978,40.0,6.41,0,0.447,32.1,4.1403,4,254,17.6,396.9,1.9726911717329554,1.9726911717329554,6.482
0.21038,20.0,3.33,0,0.4429,32.2,4.1007,5,216,14.9,396.9,1.5789787049493917,1.5789787049493917,6.812
0.03578,20.0,3.33,0,0.4429,64.5,4.6947,5,216,14.9,387.31,1.324418957401803,1.324418957401803,7.61
0.03705,20.0,3.33,0,0.4429,37.2,5.2447,5,216,14.9,392.23,1.5238800240724537,1.5238800240724537,6.968
0.06129,20.0,3.33,1,0.4429,49.7,5.2119,5,216,14.9,377.07,1.1019400787607843,1.1019400787607843,7.61
0.01501,90.0,1.21,1,0.401,24.8,5.885,1,198,13.6,395.52,1.1505720275988207,1.1505720275988207,7.61
0.00906,90.0,2.97,0,0.4,20.8,7.3073,1,285,15.3,394.72,2.060513531794317,2.060513531794317,7.088
0.01096,55.0,2.25,0,0.389,31.9,7.3073,1,300,15.3,394.72,2.1077860146889784,2.1077860146889784,6.453
0.01965,80.0,1.76,0,0.385,31.5,9.0892,1,241,18.2,341.6,2.559550192783766,2.559550192783766,6.23
0.03871,52.5,5.32,0,0.405,31.3,7.3172,6,293,16.6,396.9,1.965712776351493,1.965712776351493,6.209
0.0459,52.5,5.32,0,0.405,45.6,7.3172,6,293,16.6,396.9,2.028148247292285,2.028148247292285,6.315
0.04297,52.5,5.32,0,0.405,22.9,7.3172,6,293,16.6,371.72,2.252343876557299,2.252343876557299,6.565
0.03502,80.0,4.95,0,0.411,27.9,5.1167,4,245,19.2,396.9,1.2029723039923526,1.2029723039923526,6.861
0.07886,80.0,4.95,0,0.411,27.7,5.1167,4,245,19.2,396.9,1.269760544863939,1.269760544863939,7.148
0.03615,80.0,4.95,0,0.411,23.4,5.1167,4,245,19.2,396.9,1.547562508716013,1.547562508716013,6.63
0.08265,0.0,13.92,0,0.437,18.4,5.5027,4,289,16.0,396.9,2.149433913499871,2.149433913499871,6.127
0.08199,0.0,13.92,0,0.437,42.3,5.5027,4,289,16.0,396.9,2.341805806147327,2.341805806147327,6.009
0.12932,0.0,13.92,0,0.437,31.1,5.9604,4,289,16.0,396.9,1.8357763546448294,1.8357763546448294,6.678
0.05372,0.0,13.92,0,0.437,51.0,5.9604,4,289,16.0,392.85,2.0001277349601105,2.0001277349601105,6.549
0.14103,0.0,13.92,0,0.437,58.0,6.32,4,289,16.0,396.9,2.7625383863862796,2.7625383863862796,5.79
0.06466,70.0,2.24,0,0.4,20.1,7.8278,5,358,14.8,368.24,1.6034198401085373,1.6034198401085373,6.345
0.05561,70.0,2.24,0,0.4,10.0,7.8278,5,358,14.8,371.58,1.556037135706985,1.556037135706985,7.041
0.04417,70.0,2.24,0,0.4,47.4,7.8278,5,358,14.8,390.86,1.803358605071407,1.803358605071407,6.871
0.03537,34.0,6.09,0,0.433,40.4,5.4917,7,329,16.1,395.75,2.2512917986064953,2.2512917986064953,6.59
0.09266,34.0,6.09,0,0.433,18.4,5.4917,7,329,16.1,383.61,2.1598687907924505,2.1598687907924505,6.495
0.1,34.0,6.09,0,0.433,17.7,5.4917,7,329,16.1,390.43,1.5810384379124025,1.5810384379124025,6.982
0.05515,33.0,2.18,0,0.472,41.1,4.022,7,222,18.4,393.68,1.9358598132018119,1.9358598132018119,7.236
0.05479,33.0,2.18,0,0.472,58.1,3.37,7,222,18.4,393.36,2.189416394888408,2.189416394888408,6.616
0.07503,33.0,2.18,0,0.472,71.9,3.0992,7,222,18.4,396.9,1.8671761085128091,1.8671761085128091,7.42
0.04932,33.0,2.18,0,0.472,70.3,3.1827,7,222,18.4,396.9,2.018895041811802,2.018895041811802,6.849
0.49298,0.0,9.9,0,0.544,82.5,3.3175,4,304,18.4,396.9,1.5129270120532565,1.5129270120532565,6.635
0.3494,0.0,9.9,0,0.544,76.7,3.1025,4,304,18.4,396.24,2.299580583973747,2.299580583973747,5.972
2.63548,0.0,9.9,0,0.544,37.8,2.5194,4,304,18.4,350.45,2.5368663887187113,2.5368663887187113,5.304
0.79041,0.0,9.9,0,0.544,52.8,2.6403,4,304,18.4,396.9,1.7884205679625405,1.7884205679625405,6.122
0.26169,0.0,9.9,0,0.544,90.4,2.834,4,304,18.4,396.3,2.4612967841488667,2.4612967841488667,6.023
0.26938,0.0,9.9,0,0.544,82.8,3.2628,4,304,18.4,393.39,2.066862759472976,2.066862759472976,6.266
0.3692,0.0,9.9,0,0.544,87.3,3.6023,4,304,18.4,395.69,2.2278615467981093,2.2278615467981093,6.567
0.25356,0.0,9.9,0,0.544,77.7,3.945,4,304,18.4,396.42,2.4423470353692043,2.4423470353692043,5.705
0.31827,0.0,9.9,0,0.544,83.2,3.9986,4,304,18.4,390.7,2.9085390618516134,2.9085390618516134,5.914
0.24522,0.0,9.9,0,0.544,71.7,4.0317,4,304,18.4,396.9,2.768831673362069,2.768831673362069,5.782
0.40202,0.0,9.9,0,0.544,67.2,3.5325,4,304,18.4,395.21,2.337952236831337,2.337952236831337,6.382
0.47547,0.0,9.9,0,0.544,58.8,4.0019,4,304,18.4,396.23,2.543961412569315,2.543961412569315,6.113
0.1676,0.0,7.38,0,0.493,52.3,4.5404,5,287,19.6,396.9,1.9740810260220096,1.9740810260220096,6.426
0.18159,0.0,7.38,0,0.493,54.3,4.5404,5,287,19.6,396.9,1.927164106234258,1.927164106234258,6.376
0.35114,0.0,7.38,0,0.493,49.9,4.7211,5,287,19.6,396.9,2.0412203288596382,2.0412203288596382,6.041
0.28392,0.0,7.38,0,0.493,74.3,4.7211,5,287,19.6,391.13,2.4630018143999504,2.4630018143999504,5.708
0.34109,0.0,7.38,0,0.493,40.1,4.7211,5,287,19.6,396.9,1.8115620965242347,1.8115620965242347,6.415
0.19186,0.0,7.38,0,0.493,14.7,5.4159,5,287,19.6,393.68,1.6253112615903906,1.6253112615903906,6.431
0.30347,0.0,7.38,0,0.493,28.9,5.4159,5,287,19.6,396.9,1.8164520818184267,1.8164520818184267,6.312
0.24103,0.0,7.38,0,0.493,43.7,5.4159,5,287,19.6,396.9,2.548663615590751,2.548663615590751,6.083
0.06617,0.0,3.24,0,0.46,25.8,5.2146,4,430,16.9,382.44,2.299580583973747,2.299580583973747,5.868
0.06724,0.0,3.24,0,0.46,17.2,5.2146,4,430,16.9,375.21,1.9933388426264242,1.9933388426264242,6.333
0.04544,0.0,3.24,0,0.46,32.2,5.8736,4,430,16.9,368.57,2.2071749081893874,2.2071749081893874,6.144
0.05023,35.0,6.06,0,0.4379,28.4,6.6407,1,304,16.9,394.02,2.5201129055226197,2.5201129055226197,5.706
0.03466,35.0,6.06,0,0.4379,23.3,6.6407,1,304,16.9,362.25,2.057962510002712,2.057962510002712,6.031
0.05083,0.0,5.19,0,0.515,38.1,6.4584,5,224,20.2,389.71,1.7369512327330598,1.7369512327330598,6.316
0.03738,0.0,5.19,0,0.515,38.5,6.4584,5,224,20.2,389.4,1.9095425048844386,1.9095425048844386,6.31
0.03961,0.0,5.19,0,0.515,34.5,5.9853,5,224,20.2,396.9,2.080690761080268,2.080690761080268,6.037
0.03427,0.0,5.19,0,0.515,46.3,5.2311,5,224,20.2,396.9,2.2823823856765264,2.2823823856765264,5.869
0.03041,0.0,5.19,0,0.515,59.6,5.615,5,224,20.2,394.81,2.3570732782781154,2.3570732782781154,5.895
0.03306,0.0,5.19,0,0.515,37.3,4.8122,5,224,20.2,396.14,2.1412419425852827,2.1412419425852827,6.059
0.05497,0.0,5.19,0,0.515,45.4,4.8122,5,224,20.2,396.9,2.2762411176544437,2.2762411176544437,5.985
0.06151,0.0,5.19,0,0.515,58.5,4.8122,5,224,20.2,396.9,2.2289385528257473,2.2289385528257473,5.968
0.01301,35.0,1.52,0,0.442,49.3,7.0379,1,284,15.5,394.74,1.7029282555214393,1.7029282555214393,7.241
0.02498,0.0,1.89,0,0.518,59.7,6.2669,1,422,15.9,389.96,2.157559320943788,2.157559320943788,6.54
0.02543,55.0,3.78,0,0.484,56.4,5.7321,5,370,17.6,396.9,1.9712993830601329,1.9712993830601329,6.696
0.03049,55.0,3.78,0,0.484,28.1,6.4654,5,370,17.6,387.97,1.5282278570085572,1.5282278570085572,6.874
0.03113,0.0,4.39,0,0.442,48.5,8.0136,3,352,18.8,385.64,2.354228326145884,2.354228326145884,6.014
0.06162,0.0,4.39,0,0.442,52.3,8.0136,3,352,18.8,364.61,2.5392369943330477,2.5392369943330477,5.898
0.0187,85.0,4.15,0,0.429,27.7,8.5353,4,351,17.9,392.43,1.8500283773520307,1.8500283773520307,6.516
0.01501,80.0,2.01,0,0.435,29.7,8.344,4,280,17.0,390.94,1.7900914121273581,1.7900914121273581,6.635
0.02899,40.0,1.25,0,0.429,34.5,8.7921,1,335,19.7,389.85,1.7732559976634952,1.7732559976634952,6.939
0.06211,40.0,1.25,0,0.429,44.4,8.7921,1,335,19.7,396.9,1.7884205679625405,1.7884205679625405,6.49
0.0795,60.0,1.69,0,0.411,35.9,10.7103,4,411,18.3,370.78,1.7029282555214393,1.7029282555214393,6.579
0.07244,60.0,1.69,0,0.411,18.5,10.7103,4,411,18.3,392.33,2.052840859882657,2.052840859882657,5.884
0.01709,90.0,2.02,0,0.41,36.1,12.1265,5,187,17.0,384.46,1.5040773967762742,1.5040773967762742,6.728
0.04301,80.0,1.91,0,0.413,21.9,10.5857,4,334,22.0,382.8,2.0856720914304723,2.0856720914304723,5.663
0.10659,80.0,1.91,0,0.413,19.5,10.5857,4,334,22.0,376.04,1.7173950539391927,1.7173950539391927,5.936
8.98296,0.0,18.1,1,0.77,97.4,2.1222,24,666,20.2,377.73,2.8678989020441064,2.8678989020441064,6.212
3.8497,0.0,18.1,1,0.77,91.0,2.5052,24,666,20.2,391.34,2.5855058483441162,2.5855058483441162,6.395
5.20177,0.0,18.1,1,0.77,83.4,2.7227,24,666,20.2,395.43,2.4406063908914204,2.4406063908914204,6.127
4.26131,0.0,18.1,0,0.77,81.3,2.5091,24,666,20.2,390.74,2.5392369943330477,2.5392369943330477,6.112
4.54192,0.0,18.1,0,0.77,88.0,2.5182,24,666,20.2,374.56,2.052840859882657,2.052840859882657,6.398
3.83684,0.0,18.1,0,0.77,91.1,2.2955,24,666,20.2,350.65,2.6525374911719513,2.6525374911719513,6.251
3.67822,0.0,18.1,0,0.77,96.2,2.1036,24,666,20.2,380.79,2.321406847234633,2.321406847234633,5.362
4.22239,0.0,18.1,1,0.77,89.0,1.9047,24,666,20.2,353.04,2.6837575085331657,2.6837575085331657,5.803
3.47428,0.0,18.1,1,0.718,82.9,1.9047,24,666,20.2,354.55,1.665818245870208,1.665818245870208,7.61
4.55587,0.0,18.1,0,0.718,87.9,1.6132,24,666,20.2,354.7,1.9629077254238845,1.9629077254238845,5.304
3.69695,0.0,18.1,0,0.718,91.4,1.7523,24,666,20.2,316.03,2.6390573296152584,2.6390573296152584,5.304
13.5222,0.0,18.1,0,0.631,100.0,1.5106,24,666,20.2,131.42,2.5900171341906173,2.5900171341906173,5.304
4.89822,0.0,18.1,0,0.631,100.0,1.3325,24,666,20.2,375.52,1.1817271953786161,1.1817271953786161,5.304
5.66998,0.0,18.1,1,0.631,96.8,1.3567,24,666,20.2,375.33,1.3164082336557241,1.3164082336557241,6.683
6.53876,0.0,18.1,1,0.631,97.5,1.2024,24,666,20.2,392.05,1.085189268335969,1.085189268335969,7.016
9.2323,0.0,18.1,0,0.631,100.0,1.1691,24,666,20.2,366.15,2.254444717666111,2.254444717666111,6.216
8.26725,0.0,18.1,1,0.668,89.6,1.1296,24,666,20.2,347.88,2.1838015570040787,2.1838015570040787,5.875
11.1081,0.0,18.1,0,0.668,100.0,1.1742,24,666,20.2,396.9,3.5487549460197703,3.5487549460197703,5.304
18.4982,0.0,18.1,0,0.668,100.0,1.137,24,666,20.2,396.9,3.636796374243711,3.636796374243711,5.304
19.6091,0.0,18.1,0,0.671,97.9,1.3163,24,666,20.2,396.9,2.5982353350950036,2.5982353350950036,7.313
15.288,0.0,18.1,0,0.671,93.3,1.3449,24,666,20.2,363.02,3.1458749319837103,3.1458749319837103,6.649
9.82349,0.0,18.1,0,0.671,98.8,1.358,24,666,20.2,396.9,3.055886196373738,3.055886196373738,6.794
23.6482,0.0,18.1,0,0.671,96.2,1.3861,24,666,20.2,396.9,3.165053018170694,3.165053018170694,6.38
17.8667,0.0,18.1,0,0.671,100.0,1.3861,24,666,20.2,393.74,3.0809921175048145,3.0809921175048145,6.223
88.9762,0.0,18.1,0,0.671,91.9,1.4165,24,666,20.2,396.9,2.845490610223448,2.845490610223448,6.968
15.8744,0.0,18.1,0,0.671,99.1,1.5192,24,666,20.2,396.9,3.0483247236731614,3.0483247236731614,6.545
9.18702,0.0,18.1,0,0.7,100.0,1.5804,24,666,20.2,396.9,3.1612467120315646,3.1612467120315646,5.536
7.99248,0.0,18.1,0,0.7,100.0,1.5331,24,666,20.2,396.9,3.2011191032789417,3.2011191032789417,5.52
20.0849,0.0,18.1,0,0.7,91.2,1.4395,24,666,20.2,285.83,3.421979920844684,3.421979920844684,5.304
16.8118,0.0,18.1,0,0.7,98.1,1.4261,24,666,20.2,396.9,3.4278393126085764,3.4278393126085764,5.304
24.3938,0.0,18.1,0,0.7,100.0,1.4672,24,666,20.2,396.9,3.342154841028372,3.342154841028372,5.304
22.5971,0.0,18.1,0,0.7,89.5,1.5184,24,666,20.2,396.9,3.4654233539614268,3.4654233539614268,5.304
14.3337,0.0,18.1,0,0.7,100.0,1.5895,24,666,20.2,372.92,3.4216533902295376,3.4216533902295376,5.304
8.15174,0.0,18.1,0,0.7,98.9,1.7281,24,666,20.2,396.9,3.0373539482448106,3.0373539482448106,5.39
6.96215,0.0,18.1,0,0.7,97.0,1.9265,24,666,20.2,394.43,2.839663087904102,2.839663087904102,5.713
5.29305,0.0,18.1,0,0.7,82.5,2.1678,24,666,20.2,378.38,2.9317269435780786,2.9317269435780786,6.051
11.5779,0.0,18.1,0,0.7,97.0,1.77,24,666,20.2,396.9,3.2457124788217606,3.2457124788217606,5.304
8.64476,0.0,18.1,0,0.693,92.6,1.7912,24,666,20.2,396.9,2.719319793360441,2.719319793360441,6.193
13.3598,0.0,18.1,0,0.693,94.7,1.7821,24,666,20.2,396.9,2.7942278973432626,2.7942278973432626,5.887
8.71675,0.0,18.1,0,0.693,98.8,1.7257,24,666,20.2,391.98,2.840247370713596,2.840247370713596,6.471
5.87205,0.0,18.1,0,0.693,96.0,1.6768,24,666,20.2,396.9,2.9637254774189046,2.9637254774189046,6.405
7.67202,0.0,18.1,0,0.693,98.9,1.6334,24,666,20.2,393.1,2.991724252156452,2.991724252156452,5.747
38.3518,0.0,18.1,0,0.693,100.0,1.4896,24,666,20.2,396.9,3.420673158162812,3.420673158162812,5.453
9.91655,0.0,18.1,0,0.693,77.8,1.5004,24,666,20.2,338.16,3.4001968813285717,3.4001968813285717,5.852
25.0461,0.0,18.1,0,0.693,100.0,1.5888,24,666,20.2,396.9,3.2872818575322613,3.2872818575322613,5.987
14.2362,0.0,18.1,0,0.693,100.0,1.5741,24,666,20.2,396.9,3.011605622710281,3.011605622710281,6.343
9.59571,0.0,18.1,0,0.693,100.0,1.639,24,666,20.2,376.11,3.011113375592293,3.011113375592293,6.404
24.8017,0.0,18.1,0,0.693,96.0,1.7028,24,666,20.2,396.9,2.9841656371825254,2.9841656371825254,5.349
41.5292,0.0,18.1,0,0.693,85.4,1.6074,24,666,20.2,329.46,3.3098128198603027,3.3098128198603027,5.531
67.9208,0.0,18.1,0,0.693,100.0,1.4254,24,666,20.2,384.97,3.1346242724206097,3.1346242724206097,5.683
20.7162,0.0,18.1,0,0.659,100.0,1.1781,24,666,20.2,370.22,3.15016862685841,3.15016862685841,5.304
11.9511,0.0,18.1,0,0.659,100.0,1.2852,24,666,20.2,332.09,2.495681722955959,2.495681722955959,5.608
7.40389,0.0,18.1,0,0.597,97.9,1.4547,24,666,20.2,314.64,3.2733640101522705,3.2733640101522705,5.617
14.4383,0.0,18.1,0,0.597,100.0,1.4655,24,666,20.2,179.36,2.984671326194566,2.984671326194566,6.852
51.1358,0.0,18.1,0,0.597,100.0,1.413,24,666,20.2,2.6,2.3135250330323798,2.3135250330323798,5.757
14.0507,0.0,18.1,0,0.597,100.0,1.5275,24,666,20.2,35.05,3.054944133185837,3.054944133185837,6.657
18.811,0.0,18.1,0,0.597,100.0,1.5539,24,666,20.2,28.79,3.5371840908617425,3.5371840908617425,5.304
28.6558,0.0,18.1,0,0.597,100.0,1.5894,24,666,20.2,210.97,2.9997242948235283,2.9997242948235283,5.304
45.7461,0.0,18.1,0,0.693,100.0,1.6582,24,666,20.2,88.27,3.610377225958979,3.610377225958979,5.304
18.0846,0.0,18.1,0,0.679,100.0,1.8347,24,666,20.2,27.25,3.3690184832979204,3.3690184832979204,6.434
10.8342,0.0,18.1,0,0.679,90.8,1.8195,24,666,20.2,21.57,3.2499868198932536,3.2499868198932536,6.782
25.9406,0.0,18.1,0,0.679,89.1,1.6475,24,666,20.2,127.36,3.2824138456721883,3.2824138456721883,5.304
73.5341,0.0,18.1,0,0.679,100.0,1.8026,24,666,20.2,16.45,3.026261478588814,3.026261478588814,5.957
11.8123,0.0,18.1,0,0.718,76.5,1.794,24,666,20.2,48.45,3.12412548832239,3.12412548832239,6.824
11.0874,0.0,18.1,0,0.718,100.0,1.8589,24,666,20.2,318.75,2.7093826463359885,2.7093826463359885,6.411
7.02259,0.0,18.1,0,0.718,95.3,1.8746,24,666,20.2,319.98,2.7536607123542622,2.7536607123542622,6.006
12.0482,0.0,18.1,0,0.614,87.6,1.9512,24,666,20.2,291.55,2.6461747973841225,2.6461747973841225,5.648
7.05042,0.0,18.1,0,0.614,85.1,2.0218,24,666,20.2,2.52,3.1480240838962494,3.1480240838962494,6.103
8.79212,0.0,18.1,0,0.584,70.6,2.0635,24,666,20.2,3.65,2.8425810940598164,2.8425810940598164,5.565
15.8603,0.0,18.1,0,0.679,95.4,1.9096,24,666,20.2,7.68,3.194173212227829,3.194173212227829,5.896
12.2472,0.0,18.1,0,0.584,59.7,1.9976,24,666,20.2,24.65,2.753023566744941,2.753023566744941,5.837
37.6619,0.0,18.1,0,0.679,78.7,1.8629,24,666,20.2,18.82,2.67552700939665,2.67552700939665,6.202
7.36711,0.0,18.1,0,0.679,78.1,1.9356,24,666,20.2,96.73,3.0689827352935835,3.0689827352935835,6.193
9.33889,0.0,18.1,0,0.679,95.6,1.9682,24,666,20.2,60.72,3.1813816204406202,3.1813816204406202,6.38
8.49213,0.0,18.1,0,0.584,86.1,2.0527,24,666,20.2,83.45,2.8701690505786455,2.8701690505786455,6.348
10.0623,0.0,18.1,0,0.584,94.3,2.0882,24,666,20.2,81.33,2.9801108926510342,2.9801108926510342,6.833
6.44405,0.0,18.1,0,0.584,74.8,2.2004,24,666,20.2,97.95,2.4874035299865875,2.4874035299865875,6.425
5.58107,0.0,18.1,0,0.713,87.9,2.3158,24,666,20.2,100.19,2.7862450486872667,2.7862450486872667,6.436
13.9134,0.0,18.1,0,0.713,95.0,2.2222,24,666,20.2,100.63,2.719319793360441,2.719319793360441,6.208
11.1604,0.0,18.1,0,0.74,94.6,2.1247,24,666,20.2,109.85,3.1471649773142003,3.1471649773142003,6.629
14.4208,0.0,18.1,0,0.74,93.3,2.0026,24,666,20.2,27.49,2.89314568477889,2.89314568477889,6.461
15.1772,0.0,18.1,0,0.74,100.0,1.9142,24,666,20.2,9.32,3.2752561583043085,3.2752561583043085,6.152
13.6781,0.0,18.1,0,0.74,87.9,1.8206,24,666,20.2,68.95,3.5269485869677157,3.5269485869677157,5.935
9.39063,0.0,18.1,0,0.74,93.9,1.8172,24,666,20.2,396.9,3.130263166511597,3.130263166511597,5.627
22.0511,0.0,18.1,0,0.74,92.4,1.8662,24,666,20.2,391.45,3.096029994869355,3.096029994869355,5.818
9.72418,0.0,18.1,0,0.74,97.2,2.0651,24,666,20.2,385.96,2.9714395809849465,2.9714395809849465,6.406
5.66637,0.0,18.1,0,0.74,100.0,2.0048,24,666,20.2,395.69,2.808800104202353,2.808800104202353,6.219
9.96654,0.0,18.1,0,0.74,100.0,1.9784,24,666,20.2,386.73,2.93651291389402,2.93651291389402,6.485
12.8023,0.0,18.1,0,0.74,96.6,1.8956,24,666,20.2,240.52,3.1692653243148663,3.1692653243148663,5.854
10.6718,0.0,18.1,0,0.74,94.8,1.9879,24,666,20.2,43.06,3.177220149599368,3.177220149599368,6.459
6.28807,0.0,18.1,0,0.74,96.4,2.072,24,666,20.2,318.01,2.8786365016777435,2.8786365016777435,6.341
9.92485,0.0,18.1,0,0.74,96.6,2.198,24,666,20.2,388.52,2.799717389628034,2.799717389628034,6.251
9.32909,0.0,18.1,0,0.713,98.7,2.2616,24,666,20.2,396.9,2.8975680247667595,2.8975680247667595,6.185
7.52601,0.0,18.1,0,0.713,98.3,2.185,24,666,20.2,304.21,2.960623096440423,2.960623096440423,6.417
6.71772,0.0,18.1,0,0.713,92.6,2.3236,24,666,20.2,0.32,2.8587664184808337,2.8587664184808337,6.749
5.44114,0.0,18.1,0,0.713,98.2,2.3552,24,666,20.2,355.29,2.8752581200861167,2.8752581200861167,6.655
5.09017,0.0,18.1,0,0.713,91.8,2.3682,24,666,20.2,385.09,2.848970892158587,2.848970892158587,6.297
8.24809,0.0,18.1,0,0.713,99.3,2.4527,24,666,20.2,375.87,2.817801065061329,2.817801065061329,7.393
9.51363,0.0,18.1,0,0.713,94.1,2.4961,24,666,20.2,6.68,2.9290581402859983,2.9290581402859983,6.728
